,School_code,School_name,latest_year_enrolment_FTE,Level_of_schooling,AECG_region,ASGS_remoteness,Latitude,Longitude,Ratio,teacher_demand
1945,8266,James Fallon High School,705.9,Secondary School,Riverina 1,Inner Regional Australia,-36.060244,146.928971,12.450000000000001,57.0
1946,8268,Glenwood High School,1403.0,Secondary School,Metropolitan West,Major Cities of Australia,-33.733029,150.937429,12.450000000000001,113.0
1947,8269,Chester Hill High School,1328.6,Secondary School,Metropolitan South West,Major Cities of Australia,-33.874032,150.995411,12.450000000000001,107.0
1948,8270,Wee Waa High School,142.0,Secondary School,North Western 1,Outer Regional Australia,-30.219777,149.457028,12.450000000000001,12.0
1949,8272,Coffs Harbour Senior College,470.1000000000001,Secondary School,Lower North Coast,Inner Regional Australia,-30.330173,153.102656,12.450000000000001,38.0
1950,8273,Cecil Hills High School,1457.9,Secondary School,Metropolitan South West,Major Cities of Australia,-33.895704,150.852043,12.450000000000001,118.0
1951,8274,Tuggerah Lakes Secondary College Tumbi Umbi Campus,1170.0,Secondary School,Central Coast,Major Cities of Australia,-33.395596,151.454054,12.450000000000001,94.0
1952,8276,Glenmore Park High School,971.6,Secondary School,Metropolitan West,Major Cities of Australia,-33.791012,150.672564,12.450000000000001,78.0
1953,8277,Wyndham College,629.2,Secondary School,Metropolitan West,Major Cities of Australia,-33.724004,150.875297,12.450000000000001,51.0
1954,8279,Lake Munmorah High School,721.4,Secondary School,Central Coast,Major Cities of Australia,-33.189743,151.573699,12.450000000000001,58.0
1955,8280,Camden Haven High School,1014.6,Secondary School,Manning,Inner Regional Australia,-31.639394,152.73608,12.450000000000001,82.0
1956,8281,Great Lakes College Senior Campus,393.9,Secondary School,Manning,Inner Regional Australia,-32.170528,152.50117,12.450000000000001,32.0
1957,8282,Banora Point High School,618.8999999999999,Secondary School,Upper North Coast,Major Cities of Australia,-28.215457,153.525324,12.450000000000001,50.0
1958,8284,Georges River College Oatley Senior Campus,750.3000000000001,Secondary School,Metropolitan East,Major Cities of Australia,-33.977001,151.081391,12.450000000000001,61.0
1959,8286,Mount Annan High School,926.6,Secondary School,Dharawal,Major Cities of Australia,-34.057371,150.760739,12.450000000000001,75.0
1960,8288,Central Sydney Intensive English High School,109.0,Secondary School,Metropolitan East,Major Cities of Australia,-33.900033,151.19308,12.450000000000001,9.0
1961,8289,Great Lakes College Tuncurry Campus,499.0,Secondary School,Manning,Inner Regional Australia,-32.170596,152.501308,12.450000000000001,40.0
1962,8290,John Edmondson High School,1164.8,Secondary School,Metropolitan South West,Major Cities of Australia,-33.946,150.843226,12.450000000000001,94.0
1963,8291,Rouse Hill High School,925.4,Secondary School,Metropolitan West,Major Cities of Australia,-33.688142,150.934312,12.450000000000001,75.0
1964,8292,Kariong Mountains High School,508.0,Secondary School,Central Coast,Major Cities of Australia,-33.43039,151.296076,12.450000000000001,41.0
1965,8308,Corowa High School,339.8,Secondary School,Riverina 1,Inner Regional Australia,-35.993008,146.381577,12.450000000000001,28.0
1966,8314,The Henry Lawson High School,199.4,Secondary School,Western 1,Outer Regional Australia,-33.902722,148.163449,12.450000000000001,16.0
1967,8318,Kandos High School,190.6,Secondary School,North Western 1,Inner Regional Australia,-32.855738,149.974588,12.450000000000001,16.0
1968,8320,Kogarah High School,842.0,Secondary School,Metropolitan East,Major Cities of Australia,-33.961161,151.134227,12.450000000000001,68.0
1969,8325,Moree Secondary College Albert St Campus,183.4,Secondary School,North Western 1,Outer Regional Australia,-29.46645,149.842344,12.450000000000001,15.0
1970,8326,Mosman High School,1059.6,Secondary School,Metropolitan North,Major Cities of Australia,-33.829677,151.243425,12.450000000000001,86.0
1971,8328,Murrumburrah High School,134.20000000000002,Secondary School,Riverina 1,Inner Regional Australia,-34.559162,148.369808,12.450000000000001,11.0
1972,8334,Yass High School,530.0,Secondary School,Upper South Coast,Inner Regional Australia,-34.835474,148.911066,12.450000000000001,43.0
1973,8343,Tumut High School,533.2,Secondary School,Riverina 1,Inner Regional Australia,-35.312212,148.219291,12.450000000000001,43.0
1974,8346,Condobolin High School,191.4,Secondary School,Western 1,Outer Regional Australia,-33.091828,147.143195,12.450000000000001,16.0
1975,8347,Coonabarabran High School,348.6,Secondary School,North Western 1,Outer Regional Australia,-31.283104,149.285117,12.450000000000001,28.0
1976,8349,Gilgandra High School,229.0,Secondary School,North Western 1,Outer Regional Australia,-31.703431,148.666529,12.450000000000001,19.0
1977,8353,Nyngan High School,169.8,Secondary School,Western 2,Remote Australia,-31.561368,147.188882,12.450000000000001,14.0
1978,8355,Bourke High School,148.4,Secondary School,Western 2,Remote Australia,-30.091467,145.948761,12.450000000000001,12.0
1979,8356,Cobar High School,197.2,Secondary School,Western 2,Remote Australia,-31.501643,145.827881,12.450000000000001,16.0
1980,8357,Blayney High School,333.20000000000005,Secondary School,Western 1,Inner Regional Australia,-33.531048,149.251081,12.450000000000001,27.0
1981,8358,Tenterfield High School,242.2,Secondary School,North Western 2,Outer Regional Australia,-29.053727,152.016829,12.450000000000001,20.0
1982,8360,Finley High School,343.0,Secondary School,Riverina 2,Inner Regional Australia,-35.640413,145.571271,12.450000000000001,28.0
1983,8362,Maclean High School,793.0,Secondary School,Upper North Coast,Inner Regional Australia,-29.46644,153.20149,12.450000000000001,64.0
1984,8364,"Hastings Secondary College, Port Macquarie Campus",737.8,Secondary School,Lower North Coast,Inner Regional Australia,-31.433295,152.92069,12.450000000000001,60.0
1985,8368,Moruya High School,526.8,Secondary School,Lower South Coast,Inner Regional Australia,-35.920195,150.08015,12.450000000000001,43.0
1986,8370,Tweed River High School,702.6,Secondary School,Upper North Coast,Major Cities of Australia,-28.195651,153.541012,12.450000000000001,57.0
1987,8371,Gloucester High School,359.40000000000003,Secondary School,Manning,Inner Regional Australia,-32.016661,151.959556,12.450000000000001,29.0
1988,8372,The Forest High School,798.8,Secondary School,Metropolitan North,Major Cities of Australia,-33.750298,151.2298,12.450000000000001,65.0
1989,8373,Five Islands Secondary College,256.2999999999998,Secondary School,Upper South Coast,Major Cities of Australia,-34.489274,150.913541,12.450000000000001,21.0
1990,8374,Brisbane Water Secondary College Woy Woy Campus,667.5999999999999,Secondary School,Central Coast,Major Cities of Australia,-33.492687,151.323582,12.450000000000001,54.0
1991,8377,Picnic Point High School,982.8,Secondary School,Metropolitan South West,Major Cities of Australia,-33.964344,151.011457,12.450000000000001,79.0
1992,8379,Pittwater High School,1103.1999999999998,Secondary School,Metropolitan North,Major Cities of Australia,-33.668259,151.302664,12.450000000000001,89.0
1993,8381,Bankstown Senior College,550.8000000000001,Secondary School,Metropolitan South West,Major Cities of Australia,-33.929121,151.022569,12.450000000000001,45.0
1994,8382,Castle Hill High School,1962.8,Secondary School,Metropolitan North,Major Cities of Australia,-33.726635,150.999534,12.450000000000001,158.0
1995,8383,Nepean Creative and Performing Arts High School,1090.6,Secondary School,Metropolitan West,Major Cities of Australia,-33.747745,150.668882,12.450000000000001,88.0
1996,8384,Westfields Sports High School,1634.1,Secondary School,Metropolitan South West,Major Cities of Australia,-33.866933,150.920432,12.450000000000001,132.0
1997,8385,Greystanes High School,1038.4,Secondary School,Metropolitan West,Major Cities of Australia,-33.812495,150.940352,12.450000000000001,84.0
1998,8386,Gymea Technology High School,651.2,Secondary School,Metropolitan East,Major Cities of Australia,-34.029985,151.08338,12.450000000000001,53.0
1999,8388,Moss Vale High School,725.0,Secondary School,Upper South Coast,Inner Regional Australia,-34.551483,150.385294,12.450000000000001,59.0
2000,8389,Swansea High School,674.0999999999999,Secondary School,Hunter,Major Cities of Australia,-33.104232,151.639823,12.450000000000001,55.0
2001,8390,Whitebridge High School,965.1,Secondary School,Hunter,Major Cities of Australia,-32.972025,151.712234,12.450000000000001,78.0
2002,8391,Wingham High School,516.2,Secondary School,Manning,Inner Regional Australia,-31.867397,152.382261,12.450000000000001,42.0
2003,8392,West Wyalong High School,273.0,Secondary School,Western 1,Outer Regional Australia,-33.915793,147.202014,12.450000000000001,22.0
2004,8393,Canley Vale High School,1570.9,Secondary School,Metropolitan South West,Major Cities of Australia,-33.884644,150.951658,12.450000000000001,127.0
2005,8394,Miller High School,717.8,Secondary School,Metropolitan South West,Major Cities of Australia,-33.923589,150.881139,12.450000000000001,58.0
2006,8395,Pendle Hill High School,395.0,Secondary School,Metropolitan West,Major Cities of Australia,-33.793877,150.962194,12.450000000000001,32.0
2007,8396,Windsor High School,556.1,Secondary School,Metropolitan West,Major Cities of Australia,-33.618653,150.833554,12.450000000000001,45.0
2008,8397,Ashcroft High School,568.0,Secondary School,Metropolitan South West,Major Cities of Australia,-33.920414,150.897272,12.450000000000001,46.0
2009,8398,Condell Park High School,931.0,Secondary School,Metropolitan South West,Major Cities of Australia,-33.923579,151.001755,12.450000000000001,75.0
2010,8399,Doonside High School,645.4,Secondary School,Metropolitan West,Major Cities of Australia,-33.754708,150.874186,12.450000000000001,52.0
2011,8400,St Ives High School,1108.5,Secondary School,Metropolitan North,Major Cities of Australia,-33.740147,151.167078,12.450000000000001,89.0
2012,8401,Lurnea High School,697.4,Secondary School,Metropolitan South West,Major Cities of Australia,-33.941743,150.896043,12.450000000000001,56.0
2013,8403,Mitchell High School,1000.3,Secondary School,Metropolitan West,Major Cities of Australia,-33.784795,150.915971,12.450000000000001,81.0
2014,8404,Endeavour Sports High School,1109.0,Secondary School,Metropolitan East,Major Cities of Australia,-34.030083,151.117251,12.450000000000001,89.0
2015,8405,Erina High School,718.9999999999999,Secondary School,Central Coast,Major Cities of Australia,-33.440279,151.381503,12.450000000000001,58.0
2016,8406,South Grafton High School,650.1,Secondary School,Upper North Coast,Inner Regional Australia,-29.714229,152.929362,12.450000000000001,53.0
2017,8407,Mount Austin High School,492.0,Secondary School,Riverina 1,Inner Regional Australia,-35.141908,147.353865,12.450000000000001,40.0
2018,8408,Georges River College Peakhurst Campus,852.0,Secondary School,Metropolitan East,Major Cities of Australia,-33.966882,151.056013,12.450000000000001,69.0
2019,8409,Scone High School,343.2,Secondary School,Hunter,Inner Regional Australia,-32.05813,150.873111,12.450000000000001,28.0
2020,8410,Woonona High School,849.5999999999999,Secondary School,Upper South Coast,Major Cities of Australia,-34.345037,150.910102,12.450000000000001,69.0
2021,8411,West Wallsend High School,645.0,Secondary School,Hunter,Major Cities of Australia,-32.910565,151.581083,12.450000000000001,52.0
2022,8412,The Hills Sports High School,874.8000000000001,Secondary School,Metropolitan West,Major Cities of Australia,-33.782184,150.938834,12.450000000000001,71.0
2023,8413,Morisset High School,711.4000000000001,Secondary School,Central Coast,Major Cities of Australia,-33.104657,151.486629,12.450000000000001,58.0
2024,8414,Chatham High School,520.8,Secondary School,Manning,Inner Regional Australia,-31.89577,152.480875,12.450000000000001,42.0
2025,8415,Ryde Secondary College,1236.6,Secondary School,Metropolitan North,Major Cities of Australia,-33.813316,151.119176,12.450000000000001,100.0
2026,8416,Ku-ring-gai High School,579.0,Secondary School,Metropolitan North,Major Cities of Australia,-33.690973,151.153809,12.450000000000001,47.0
2027,8417,Dubbo College South Campus,759.0,Secondary School,Western 1,Inner Regional Australia,-32.270837,148.610687,12.450000000000001,61.0
2028,8418,Warilla High School,1263.4,Secondary School,Upper South Coast,Major Cities of Australia,-34.563813,150.857991,12.450000000000001,102.0
2029,8420,Evans High School,652.2,Secondary School,Metropolitan West,Major Cities of Australia,-33.786512,150.889725,12.450000000000001,53.0
2030,8422,Killarney Heights High School,938.7,Secondary School,Metropolitan North,Major Cities of Australia,-33.771925,151.215215,12.450000000000001,76.0
2031,8423,Kotara High School,1123.7,Secondary School,Hunter,Major Cities of Australia,-32.947137,151.706868,12.450000000000001,91.0
2032,8424,Holroyd High School,559.0,Secondary School,Metropolitan South West,Major Cities of Australia,-33.832906,150.951137,12.450000000000001,45.0
2033,8432,Engadine High School,1031.0,Secondary School,Metropolitan East,Major Cities of Australia,-34.062141,151.019341,12.450000000000001,83.0
2034,8433,Woolooware High School,928.0,Secondary School,Metropolitan East,Major Cities of Australia,-34.039811,151.145595,12.450000000000001,75.0
2035,8435,Turramurra High School,1219.9999999999998,Secondary School,Metropolitan North,Major Cities of Australia,-33.757307,151.114786,12.450000000000001,98.0
2036,8436,Granville South Creative and Performing Arts High School,606.6000000000001,Secondary School,Metropolitan South West,Major Cities of Australia,-33.860626,150.997598,12.450000000000001,49.0
2037,8437,Kirrawee High School,1182.7,Secondary School,Metropolitan East,Major Cities of Australia,-34.04348,151.073475,12.450000000000001,95.0
2038,8438,Pennant Hills High School,1062.1,Secondary School,Metropolitan North,Major Cities of Australia,-33.733692,151.061087,12.450000000000001,86.0
2039,8439,Francis Greenway High School,734.0,Secondary School,Hunter,Major Cities of Australia,-32.79698,151.66077,12.450000000000001,59.0
2040,8440,Warners Bay High School,1301.4,Secondary School,Hunter,Major Cities of Australia,-32.967703,151.653691,12.450000000000001,105.0
2041,8442,Gundagai High School,183.4,Secondary School,Riverina 1,Inner Regional Australia,-35.057144,148.099421,12.450000000000001,15.0
2042,8443,Colyton High School,770.0,Secondary School,Metropolitan West,Major Cities of Australia,-33.777602,150.797336,12.450000000000001,62.0
2043,8444,Canobolas Rural Technology High School,645.2,Secondary School,Western 1,Inner Regional Australia,-33.291759,149.121741,12.450000000000001,52.0
2044,8446,Springwood High School,666.7999999999998,Secondary School,Metropolitan West,Major Cities of Australia,-33.685057,150.550608,12.450000000000001,54.0
2045,8447,Carlingford High School,1381.0,Secondary School,Metropolitan North,Major Cities of Australia,-33.765412,151.050764,12.450000000000001,111.0
2046,8448,Bomaderry High School,726.9999999999999,Secondary School,Upper South Coast,Inner Regional Australia,-34.844038,150.602725,12.450000000000001,59.0
2047,8449,Figtree High School,964.7999999999998,Secondary School,Upper South Coast,Major Cities of Australia,-34.438352,150.855197,12.450000000000001,78.0
2048,8450,Tumbarumba High School,177.0,Secondary School,Riverina 1,Outer Regional Australia,-35.783098,148.018245,12.450000000000001,15.0
2049,8451,Coonamble High School,211.0,Secondary School,North Western 1,Remote Australia,-30.955763,148.391351,12.450000000000001,17.0
2050,8452,Crookwell High School,231.0,Secondary School,Upper South Coast,Inner Regional Australia,-34.452754,149.466967,12.450000000000001,19.0
2051,8453,Dorrigo High School,126.0,Secondary School,Lower North Coast,Outer Regional Australia,-30.339222,152.705492,12.450000000000001,11.0
2052,8454,Barrenjoey High School,809.8000000000001,Secondary School,Metropolitan North,Major Cities of Australia,-33.63117,151.333926,12.450000000000001,65.0
2053,8455,Oxley High School,1039.8,Secondary School,North Western 2,Inner Regional Australia,-31.077903,150.939078,12.450000000000001,84.0
2054,8456,Fairvale High School,1499.0,Secondary School,Metropolitan South West,Major Cities of Australia,-33.873614,150.929459,12.450000000000001,121.0
2055,8457,Killara High School,1672.6,Secondary School,Metropolitan North,Major Cities of Australia,-33.756575,151.174102,12.450000000000001,135.0
2056,8458,Kingswood High School,890.4,Secondary School,Metropolitan West,Major Cities of Australia,-33.770416,150.715263,12.450000000000001,72.0
2057,8459,Chifley College Mount Druitt Campus,512.0,Secondary School,Metropolitan West,Major Cities of Australia,-33.744657,150.812884,12.450000000000001,42.0
2058,8460,James Busby High School,671.0,Secondary School,Metropolitan South West,Major Cities of Australia,-33.908964,150.874039,12.450000000000001,54.0
